post_id,platform,content_type,topic,language,region,post_datetime,hashtags,views,likes,comments,shares,engagement_rate,sentiment_score,is_viral
SM_100191,Instagram,carousel,Technology,es,Pakistan,2024-07-31 00:00:00,#tech #news #viral,1086045,72403,27144,77150,0.1627,-0.824,0
SM_100192,X,carousel,Entertainment,hi,Pakistan,2024-12-09 00:00:00,#ai #viral #trending #news,9135963,338369,13923,85656,0.0479,0.685,1
SM_100193,TikTok,text,Education,fr,Pakistan,2024-11-23 00:00:00,#tech #funny #viral,3345072,418134,35363,4325,0.1369,0.995,1
SM_100194,Instagram,carousel,Entertainment,fr,US,2024-10-29 00:00:00,#funny #trending #news #fyp,247335,16489,41432,79580,0.5559,0.731,0
SM_100195,X,video,Education,ur,UK,2024-02-01 00:00:00,#music #funny #ai #news #tech,2383130,238313,122,84472,0.1355,0.337,1
SM_100196,Instagram,carousel,Education,es,US,2024-02-20 00:00:00,#tech #music,2820432,235036,851,10955,0.0875,-0.047,1
SM_100197,X,text,Technology,en,India,2024-12-20 00:00:00,#ai #tech #fyp #music #trending,9112480,350480,32048,6470,0.0427,0.422,1
SM_100198,X,text,Politics,en,India,2024-08-06 00:00:00,#news #music #tech #viral #fyp,3974019,189239,49381,45588,0.0715,0.06,1
SM_100199,YouTube Shorts,carousel,Politics,ur,UK,2024-04-24 00:00:00,#news #funny,3298280,329828,39006,78478,0.1356,0.162,1
SM_100200,Instagram,text,Entertainment,hi,Pakistan,2024-10-29 00:00:00,#funny #news #viral #music,1414310,282862,32259,47363,0.2563,-0.262,0
SM_100201,Instagram,carousel,Entertainment,fr,Brazil,2024-12-11 00:00:00,#viral #ai #news,5144985,190555,14,82181,0.053,0.098,1
SM_100202,Instagram,carousel,Education,fr,UK,2024-04-18 00:00:00,#music #viral #funny,1510265,302053,5292,34388,0.2263,-0.722,0
SM_100203,Instagram,carousel,Sports,fr,US,2024-06-05 00:00:00,#news #viral #trending #ai,3051216,108972,19221,93071,0.0725,0.212,1
SM_100204,Instagram,video,Education,fr,UK,2024-09-25 00:00:00,#music #trending #fyp #news,9021054,429574,28258,42079,0.0554,0.701,1
SM_100205,YouTube Shorts,video,Technology,en,US,2024-12-03 00:00:00,#trending #ai #tech #music #news,221742,12319,240,42930,0.2502,0.866,0
SM_100206,X,text,Lifestyle,es,Brazil,2024-09-11 00:00:00,#viral #news #ai #funny #trending,5825248,364078,5261,65442,0.0746,-0.242,1
SM_100207,Instagram,text,Politics,fr,India,2024-10-15 00:00:00,#funny #trending #viral,6458920,248420,5420,36160,0.0449,-0.904,1
SM_100208,Instagram,carousel,Technology,hi,Pakistan,2024-07-04 00:00:00,#fyp #ai #viral #news #music,787392,87488,8012,41833,0.1744,-0.597,0
SM_100209,TikTok,carousel,Entertainment,ur,UK,2024-12-26 00:00:00,#music #fyp,3159945,351105,21209,15525,0.1227,-0.529,1
SM_100210,YouTube Shorts,video,Lifestyle,en,UK,2024-01-23 00:00:00,#trending #viral #news #tech,11408397,393393,40350,20612,0.0398,0.754,1
SM_100211,Instagram,carousel,Entertainment,es,UK,2024-11-03 00:00:00,#music #funny #ai,5251092,477372,43308,59208,0.1104,0.428,1
SM_100212,X,video,Education,ur,UK,2024-11-20 00:00:00,#viral #tech #music #fyp #ai,398110,39811,11959,73341,0.3143,0.08,0
SM_100213,X,text,Entertainment,es,India,2024-11-22 00:00:00,#tech #ai #music #news #trending,2989146,103074,18579,9185,0.0438,-0.289,1
SM_100214,TikTok,image,Technology,fr,Brazil,2024-06-19 00:00:00,#news #funny #fyp #ai #music,283650,11346,45563,18382,0.2654,0.813,0
SM_100215,Instagram,text,Technology,fr,India,2024-01-18 00:00:00,#trending #fyp #tech,3973340,397334,11307,67507,0.1198,0.88,1
SM_100216,YouTube Shorts,video,Technology,en,Brazil,2024-03-14 00:00:00,#ai #viral,1354444,96746,17591,24520,0.1025,-0.721,0
SM_100217,Instagram,text,Lifestyle,en,Brazil,2024-07-28 00:00:00,#funny #music #viral,8235696,343154,5793,5409,0.043,0.483,1
SM_100218,Instagram,text,Technology,ur,US,2024-08-22 00:00:00,#viral #tech #news #trending,1320940,132094,33192,51357,0.164,0.505,0
SM_100219,YouTube Shorts,text,Technology,en,US,2024-02-08 00:00:00,#funny #ai #news,1531360,306272,32159,82871,0.2751,-0.933,0
SM_100220,YouTube Shorts,carousel,Entertainment,es,US,2024-09-16 00:00:00,#tech #news,7313098,281273,32270,43873,0.0489,0.643,1
SM_100221,YouTube Shorts,image,Sports,fr,India,2024-02-08 00:00:00,#trending #news #ai #funny #fyp,2632994,154882,29491,71908,0.0973,-0.745,1
SM_100222,X,carousel,Technology,es,Brazil,2024-09-07 00:00:00,#music #ai #trending,2725875,302875,36001,20104,0.1317,-0.027,1
SM_100223,Instagram,image,Lifestyle,fr,US,2024-02-20 00:00:00,#ai #news #fyp,506346,84391,35664,3757,0.2445,-0.976,0
SM_100224,X,text,Lifestyle,ur,India,2024-01-07 00:00:00,#trending #ai #viral,1857200,232150,39671,75684,0.1871,0.432,0
SM_100225,Instagram,video,Politics,en,Pakistan,2024-08-11 00:00:00,#viral #news #music,1956450,130430,34889,71316,0.121,0.918,0
SM_100226,Instagram,text,Technology,es,India,2024-08-27 00:00:00,#music #trending #news #ai,2063475,76425,44170,13000,0.0647,-0.076,1
SM_100227,TikTok,image,Sports,ur,Pakistan,2024-11-02 00:00:00,#news #trending #tech,1295009,76177,24943,2444,0.08,-0.722,0
SM_100228,YouTube Shorts,text,Education,en,Brazil,2024-03-22 00:00:00,#viral #music #funny,7068399,372021,17373,15329,0.0573,0.452,1
SM_100229,YouTube Shorts,text,Technology,en,UK,2024-12-31 00:00:00,#ai #fyp #funny #trending #tech,2316400,289550,19920,39916,0.1508,0.838,1
SM_100230,TikTok,carousel,Sports,es,US,2024-03-18 00:00:00,#news #tech #fyp #trending #music,2741424,195816,38732,127,0.0856,0.542,1
SM_100231,Instagram,text,Lifestyle,ur,Pakistan,2024-11-18 00:00:00,#news #trending #viral #music,5108532,196482,44414,55177,0.058,-0.845,1
SM_100232,X,carousel,Lifestyle,hi,US,2024-05-03 00:00:00,#music #trending #funny,2632485,175499,3373,3798,0.0694,-0.098,1
SM_100233,Instagram,carousel,Politics,fr,Brazil,2024-11-22 00:00:00,#ai #viral,6098994,338833,22121,36245,0.0651,-0.627,1
SM_100234,TikTok,image,Entertainment,fr,US,2024-09-26 00:00:00,#music #fyp,10258974,379962,19261,53174,0.0441,-0.545,1
SM_100235,YouTube Shorts,text,Education,hi,UK,2024-01-03 00:00:00,#tech #trending #ai,5936970,456690,2713,11695,0.0793,0.488,1
SM_100236,YouTube Shorts,image,Technology,hi,Brazil,2024-01-19 00:00:00,#tech #funny #news #ai #trending,749385,57645,39229,97946,0.26,-0.771,0
SM_100237,Instagram,video,Entertainment,en,Brazil,2024-02-14 00:00:00,#fyp #music #funny #ai,4889625,325975,49693,99930,0.0973,0.846,1
SM_100238,YouTube Shorts,video,Entertainment,ur,US,2024-01-17 00:00:00,#funny #trending #fyp #viral,171570,8170,8671,57762,0.4348,0.174,0
SM_100239,Instagram,image,Entertainment,es,UK,2024-03-22 00:00:00,#funny #trending #fyp #tech,1092364,42014,4976,79027,0.1154,-0.647,0
SM_100240,YouTube Shorts,carousel,Entertainment,ur,Pakistan,2024-05-31 00:00:00,#ai #fyp #news #music #tech,8244250,329770,5304,45766,0.0462,0.83,1
SM_100241,Instagram,image,Entertainment,ur,Brazil,2024-01-27 00:00:00,#funny #music #fyp,5748780,383252,37153,94271,0.0895,0.265,1
SM_100242,TikTok,text,Sports,en,Pakistan,2024-03-03 00:00:00,#funny #ai #news,1557237,141567,16246,27697,0.1191,0.951,0
SM_100243,Instagram,video,Sports,es,Pakistan,2024-01-21 00:00:00,#viral #ai #music,517816,19916,49845,52854,0.2368,-0.829,0
SM_100244,YouTube Shorts,image,Entertainment,hi,Brazil,2024-05-13 00:00:00,#music #viral #funny #fyp,3512608,206624,20811,75521,0.0862,-0.205,1
SM_100245,Instagram,image,Sports,es,India,2024-10-04 00:00:00,#viral #trending #tech,3074042,133654,24447,33720,0.0624,-0.301,1
SM_100246,YouTube Shorts,carousel,Entertainment,en,Brazil,2024-10-10 00:00:00,#fyp #news #tech #ai #funny,7920660,396033,27957,86445,0.0644,0.13,1
SM_100247,Instagram,image,Entertainment,hi,US,2024-03-10 00:00:00,#tech #news,3441283,149621,33541,64078,0.0718,-0.093,1
SM_100248,TikTok,text,Politics,hi,India,2024-03-25 00:00:00,#ai #trending,9287982,422181,6650,38001,0.0503,-0.006,1
SM_100249,YouTube Shorts,carousel,Technology,en,Brazil,2024-11-15 00:00:00,#news #fyp #ai #trending #funny,2931866,418838,12347,40807,0.161,-0.253,1
SM_100250,YouTube Shorts,video,Sports,fr,Pakistan,2024-09-13 00:00:00,#ai #viral #fyp #tech #trending,2465505,493101,10098,52604,0.2254,-0.949,1
SM_100251,Instagram,text,Sports,ur,Pakistan,2024-11-25 00:00:00,#fyp #ai #funny #news,1272564,106047,26404,85383,0.1712,-0.946,0
SM_100252,X,carousel,Sports,hi,Pakistan,2024-02-18 00:00:00,#ai #viral #trending,2492472,207706,47068,30679,0.1145,-0.792,1
SM_100253,Instagram,carousel,Technology,en,Brazil,2024-12-10 00:00:00,#trending #fyp #tech #music #funny,11006558,478546,3305,72259,0.0503,0.305,1
SM_100254,X,text,Entertainment,en,US,2024-12-05 00:00:00,#tech #trending #fyp #news,710206,101458,13580,64930,0.2534,-0.514,0
SM_100255,Instagram,image,Entertainment,es,Brazil,2024-09-12 00:00:00,#news #music #fyp #tech,7652466,425137,9508,60536,0.0647,0.66,1
SM_100256,X,video,Education,fr,India,2024-02-07 00:00:00,#trending #news,10299933,381479,41129,86926,0.0495,0.793,1
SM_100257,X,carousel,Entertainment,es,Pakistan,2024-07-08 00:00:00,#music #news #trending #fyp,7246638,268394,4430,16033,0.0399,0.696,1
SM_100258,X,text,Sports,en,Brazil,2024-11-07 00:00:00,#fyp #news #viral,3307160,413395,36225,41875,0.1486,0.286,1
SM_100259,X,carousel,Politics,hi,US,2024-05-27 00:00:00,#trending #funny #viral #fyp,7241071,381109,8710,42881,0.0598,0.25,1
SM_100260,Instagram,carousel,Education,hi,US,2024-07-06 00:00:00,#fyp #ai #news,1300116,216686,37614,15359,0.2074,-0.274,0
SM_100261,TikTok,image,Politics,ur,UK,2024-08-14 00:00:00,#fyp #music,2080900,208090,14601,33573,0.1232,0.548,1
SM_100262,Instagram,image,Technology,es,India,2024-12-14 00:00:00,#news #trending,10464720,373740,7088,17772,0.0381,-0.772,1
SM_100263,TikTok,video,Lifestyle,en,US,2024-10-30 00:00:00,#tech #ai #trending,7948818,441601,19068,67643,0.0665,-0.058,1
SM_100264,YouTube Shorts,video,Technology,en,US,2024-06-07 00:00:00,#viral #music #tech,9049215,430915,28534,35955,0.0547,-0.463,1
SM_100265,Instagram,text,Politics,en,India,2024-05-02 00:00:00,#viral #news,390137,35467,36806,99609,0.4406,-0.564,0
SM_100266,X,text,Technology,ur,Brazil,2024-12-07 00:00:00,#viral #trending #funny,893142,148857,41406,76909,0.2991,-0.455,0
SM_100267,X,carousel,Education,hi,UK,2024-11-27 00:00:00,#fyp #tech #funny #viral,4819332,344238,31894,61269,0.0908,0.153,1
SM_100268,X,text,Sports,hi,Pakistan,2024-09-06 00:00:00,#fyp #music #trending,285777,31753,26662,39953,0.3442,0.303,0
SM_100269,YouTube Shorts,carousel,Politics,en,India,2024-06-14 00:00:00,#ai #tech,3211925,128477,12880,1623,0.0445,-0.978,1
SM_100270,X,image,Politics,ur,India,2024-04-16 00:00:00,#fyp #trending #news,1925680,192568,40765,81183,0.1633,0.464,0
SM_100271,Instagram,image,Politics,en,Brazil,2024-08-06 00:00:00,#tech #funny #ai,2504645,227695,46833,47925,0.1287,0.147,1
SM_100272,YouTube Shorts,video,Entertainment,ur,Pakistan,2024-11-16 00:00:00,#trending #fyp #viral #music,7289640,404980,35742,89564,0.0727,-0.906,1
SM_100273,Instagram,carousel,Entertainment,ur,UK,2024-05-19 00:00:00,#fyp #music #tech,2333833,101471,38714,61121,0.0863,-0.819,1
SM_100274,YouTube Shorts,text,Lifestyle,ur,India,2024-12-04 00:00:00,#music #fyp #viral #news,12018150,480726,13086,53277,0.0455,0.674,1
SM_100275,Instagram,text,Lifestyle,es,Brazil,2024-03-14 00:00:00,#fyp #tech #music #news,5378310,256110,24068,72356,0.0655,0.443,1
SM_100276,X,video,Entertainment,fr,UK,2024-03-07 00:00:00,#tech #funny,4335249,228171,28774,53303,0.0716,0.908,1
SM_100277,TikTok,carousel,Technology,fr,Pakistan,2024-07-11 00:00:00,#trending #fyp #viral #tech #funny,3903432,487929,23868,21793,0.1367,0.08,1
SM_100278,TikTok,text,Technology,fr,Pakistan,2024-04-25 00:00:00,#trending #fyp #ai #funny,1713450,114230,1767,31988,0.0864,0.693,0
SM_100279,X,video,Entertainment,es,India,2024-10-15 00:00:00,#news #ai,931380,155230,45425,38891,0.2572,0.247,0
SM_100280,X,video,Lifestyle,fr,US,2024-11-12 00:00:00,#tech #news #trending #viral,5990844,499237,1529,15049,0.0861,0.456,1
SM_100281,X,image,Lifestyle,hi,India,2024-10-07 00:00:00,#trending #news #viral,409296,34108,65,74667,0.2659,-0.13,0
SM_100282,Instagram,image,Politics,es,Brazil,2024-08-18 00:00:00,#funny #trending,6063068,275594,24359,45187,0.0569,0.599,1
SM_100283,Instagram,video,Lifestyle,ur,UK,2024-09-10 00:00:00,#viral #music #ai #trending,4999830,499983,9655,85470,0.119,0.18,1
SM_100284,YouTube Shorts,image,Entertainment,en,Pakistan,2024-07-14 00:00:00,#tech #ai #viral,1083054,51574,26217,69627,0.1361,-0.726,0
SM_100285,Instagram,carousel,Politics,es,Brazil,2024-12-12 00:00:00,#tech #news #music #trending #funny,3793713,180653,36413,94007,0.082,-0.63,1
SM_100286,YouTube Shorts,text,Education,hi,US,2024-02-08 00:00:00,#trending #tech #fyp #ai,3047799,132513,44628,90328,0.0878,0.464,1
SM_100287,YouTube Shorts,image,Education,en,India,2024-02-07 00:00:00,#ai #funny #viral #news,1647288,183032,11349,1751,0.1191,0.385,0
SM_100288,YouTube Shorts,video,Lifestyle,es,India,2024-11-14 00:00:00,#fyp #news,7046534,320297,5324,15897,0.0485,-0.021,1
SM_100289,TikTok,video,Lifestyle,fr,Pakistan,2024-10-14 00:00:00,#news #fyp #trending #viral,1085756,77554,25069,27936,0.1202,0.177,0
SM_100290,X,video,Lifestyle,es,UK,2024-01-06 00:00:00,#trending #music #viral #fyp #news,9228500,369140,12187,87834,0.0508,-0.054,1
SM_100291,TikTok,image,Sports,fr,Pakistan,2024-12-29 00:00:00,#tech #viral #fyp #funny #news,11890650,475626,44818,37199,0.0469,0.462,1
SM_100292,TikTok,text,Technology,hi,US,2024-12-16 00:00:00,#music #fyp #funny,8897636,404438,15028,73544,0.0554,-0.156,1
SM_100293,Instagram,image,Lifestyle,es,Pakistan,2024-09-14 00:00:00,#music #ai,5543424,230976,6742,36063,0.0494,0.689,1
SM_100294,Instagram,video,Sports,ur,India,2024-10-10 00:00:00,#music #tech #ai,784665,37365,17855,66151,0.1547,0.3,0
SM_100295,YouTube Shorts,image,Sports,hi,US,2024-03-12 00:00:00,#ai #viral #news,5348523,314619,35440,96444,0.0835,-0.846,1
SM_100296,YouTube Shorts,text,Entertainment,fr,UK,2024-02-23 00:00:00,#trending #fyp #news #music,13195386,488718,2988,97242,0.0446,-0.191,1
SM_100297,Instagram,image,Lifestyle,ur,US,2024-10-15 00:00:00,#music #viral #ai,1377360,172170,28540,6641,0.1505,0.581,0
SM_100298,Instagram,image,Sports,en,Brazil,2024-09-07 00:00:00,#viral #news #trending,578540,115708,7569,27346,0.2604,0.772,0
SM_100299,YouTube Shorts,video,Sports,es,India,2024-02-04 00:00:00,#viral #tech #ai #trending #news,476238,79373,9328,80766,0.3558,-0.951,0
SM_100300,TikTok,image,Politics,en,US,2024-04-25 00:00:00,#viral #music,7577053,445709,550,29431,0.0628,0.058,1
SM_100301,TikTok,text,Politics,hi,Pakistan,2024-03-18 00:00:00,#music #trending #tech,4860449,441859,13924,69347,0.108,-0.981,1
SM_100302,YouTube Shorts,image,Technology,hi,Pakistan,2024-06-07 00:00:00,#ai #fyp #music #news #funny,7683200,307328,29634,51185,0.0505,-0.04,1
SM_100303,TikTok,image,Entertainment,ur,Pakistan,2024-04-13 00:00:00,#viral #news #ai #tech #funny,5610377,295283,19900,83692,0.0711,-0.203,1
SM_100304,X,carousel,Technology,fr,Brazil,2024-11-09 00:00:00,#fyp #ai #funny #music #trending,2531352,105473,24579,3431,0.0527,0.475,1
SM_100305,X,carousel,Sports,hi,India,2024-08-08 00:00:00,#viral #ai,558161,32833,20149,2051,0.0986,-0.291,0
SM_100306,X,image,Entertainment,ur,Brazil,2024-06-21 00:00:00,#ai #trending,715286,32513,34806,55620,0.1719,-0.533,0
SM_100307,X,carousel,Sports,ur,UK,2024-07-24 00:00:00,#funny #fyp,8244404,433916,25285,90094,0.0666,-0.144,1
SM_100308,YouTube Shorts,image,Entertainment,fr,Brazil,2024-11-02 00:00:00,#viral #funny #trending,3389760,211860,23900,74692,0.0916,0.913,1
SM_100309,Instagram,image,Politics,en,US,2024-01-02 00:00:00,#trending #ai #viral #funny #tech,674640,67464,45033,97660,0.3115,0.965,0
SM_100310,TikTok,text,Lifestyle,fr,US,2024-01-14 00:00:00,#news #trending #funny,3192770,187810,40975,29758,0.081,0.978,1
SM_100311,X,image,Sports,ur,Brazil,2024-11-04 00:00:00,#ai #music #trending,3438072,286506,14904,62212,0.1058,0.885,1
SM_100312,TikTok,text,Technology,en,Pakistan,2024-07-28 00:00:00,#music #trending #ai,10920078,474786,38202,41845,0.0508,0.025,1
SM_100313,TikTok,image,Sports,es,India,2024-12-03 00:00:00,#trending #fyp #music #viral #ai,9841817,339373,40047,61666,0.0448,-0.559,1
SM_100314,Instagram,text,Entertainment,es,India,2024-12-27 00:00:00,#music #trending #fyp #funny,4439344,158548,43518,55555,0.058,-0.3,1
SM_100315,TikTok,video,Lifestyle,ur,Brazil,2024-04-22 00:00:00,#ai #trending #viral #music #funny,11995128,444264,8250,72751,0.0438,0.768,1
SM_100316,X,carousel,Politics,es,UK,2024-09-10 00:00:00,#fyp #funny #ai #tech,1077972,76998,18302,30449,0.1167,0.03,0
SM_100317,Instagram,carousel,Politics,ur,India,2024-03-14 00:00:00,#music #tech,2931187,418741,26690,24579,0.1603,-0.551,1
SM_100318,YouTube Shorts,video,Education,hi,Pakistan,2024-03-08 00:00:00,#music #viral #funny #tech #news,7816399,269531,33665,75759,0.0485,0.186,1
SM_100319,Instagram,video,Lifestyle,en,Brazil,2024-04-06 00:00:00,#trending #tech,452413,34801,17769,17675,0.1553,-0.218,0
SM_100320,X,carousel,Technology,fr,US,2024-02-14 00:00:00,#funny #viral #ai,306194,43742,32289,65161,0.4611,0.911,0
SM_100321,YouTube Shorts,video,Lifestyle,en,Pakistan,2024-04-26 00:00:00,#news #viral #tech #music #trending,5475325,288175,28846,29193,0.0632,0.31,1
SM_100322,Instagram,video,Sports,hi,Brazil,2024-12-13 00:00:00,#tech #trending #fyp,6213304,327016,15590,25560,0.0593,-0.99,1
SM_100323,TikTok,image,Education,ur,India,2024-12-14 00:00:00,#viral #tech #news #music,3364372,152926,3977,70832,0.0677,-0.838,1
SM_100324,Instagram,image,Technology,ur,Pakistan,2024-04-17 00:00:00,#ai #viral #music #fyp #funny,3496599,388511,9908,3021,0.1148,0.983,1
SM_100325,X,carousel,Politics,ur,UK,2024-02-19 00:00:00,#news #viral #tech,11427619,496853,9521,2397,0.0445,0.649,1
SM_100326,X,carousel,Entertainment,hi,India,2024-10-25 00:00:00,#ai #funny,1593156,132763,11308,30562,0.1096,0.131,0
SM_100327,YouTube Shorts,image,Lifestyle,fr,India,2024-09-06 00:00:00,#viral #fyp #music #ai,5978160,259920,34085,86232,0.0636,0.736,1
SM_100328,TikTok,text,Education,ur,Pakistan,2024-04-02 00:00:00,#news #music #fyp #viral #funny,3976940,198847,47461,96827,0.0863,0.417,1
SM_100329,TikTok,carousel,Entertainment,fr,UK,2024-07-24 00:00:00,#news #ai #fyp,5970244,426446,32093,26293,0.0812,-0.788,1
SM_100330,TikTok,image,Sports,hi,UK,2024-10-18 00:00:00,#tech #trending #funny #viral,763114,69374,2474,53948,0.1648,0.763,0
SM_100331,YouTube Shorts,video,Technology,es,Pakistan,2024-03-31 00:00:00,#ai #fyp,1145584,49808,9022,68345,0.111,0.758,0
SM_100332,TikTok,carousel,Technology,en,US,2024-02-11 00:00:00,#trending #fyp #news #viral #ai,1175235,78349,40334,2720,0.1033,-0.543,0
SM_100333,YouTube Shorts,carousel,Sports,hi,US,2024-09-01 00:00:00,#funny #trending #news,341072,42634,36771,92242,0.5033,0.112,0
SM_100334,YouTube Shorts,carousel,Sports,es,US,2024-09-15 00:00:00,#ai #fyp #funny #viral,2080144,189104,26593,91660,0.1478,-0.614,1
SM_100335,TikTok,text,Sports,fr,India,2024-03-29 00:00:00,#tech #funny #news,6357936,489072,9887,66673,0.089,0.264,1
SM_100336,YouTube Shorts,video,Politics,fr,UK,2024-03-20 00:00:00,#tech #news #ai #music,4567864,163138,7014,12988,0.0401,0.637,1
SM_100337,YouTube Shorts,text,Education,hi,UK,2024-02-21 00:00:00,#music #tech #trending #viral #news,1453969,132179,5450,76243,0.1471,0.083,0
SM_100338,X,carousel,Technology,es,Brazil,2024-05-02 00:00:00,#trending #fyp,8274937,435523,13286,61247,0.0616,0.864,1
SM_100339,YouTube Shorts,video,Education,en,US,2024-03-01 00:00:00,#ai #trending #music #fyp #news,9561600,398400,16666,13508,0.0448,0.376,1
SM_100340,X,image,Entertainment,en,India,2024-08-10 00:00:00,#trending #tech #funny #news,6051152,378197,7496,50193,0.072,-0.865,1
SM_100341,TikTok,carousel,Technology,en,Pakistan,2024-07-06 00:00:00,#funny #viral #news #trending,2063852,73709,9082,20954,0.0503,-0.909,1
SM_100342,X,video,Lifestyle,en,India,2024-12-07 00:00:00,#viral #tech #fyp,6272527,330133,23826,37568,0.0624,0.938,1
SM_100343,X,image,Politics,en,Brazil,2024-08-31 00:00:00,#ai #music #tech,1861800,77575,25343,87267,0.1022,0.517,0
SM_100344,X,carousel,Technology,fr,US,2024-04-23 00:00:00,#tech #news #fyp #trending #viral,4146142,218218,44069,7814,0.0651,-0.023,1
SM_100345,Instagram,carousel,Politics,en,India,2024-06-19 00:00:00,#funny #trending #tech #news #viral,2516562,93206,27087,29242,0.0594,-0.108,1
SM_100346,YouTube Shorts,text,Politics,fr,Brazil,2024-02-04 00:00:00,#news #funny #fyp,2017911,288273,13030,14289,0.1564,-0.097,1
SM_100347,X,carousel,Technology,en,Pakistan,2024-04-25 00:00:00,#trending #ai,3196950,213130,3347,41847,0.0808,-0.558,1
SM_100348,Instagram,image,Entertainment,fr,Brazil,2024-02-26 00:00:00,#ai #fyp #funny #music,10892664,453861,46771,78798,0.0532,0.309,1
SM_100349,TikTok,video,Politics,fr,Pakistan,2024-04-25 00:00:00,#news #music #funny #trending #viral,7107150,284286,44418,93624,0.0594,0.819,1
